Player,Time,ACS,Kills,Death,Assists,Kills - Death,ADR,First Kill,First Death,First Kill - First Death,HS%,Adversário,Mapa,Mapa Pick,Lado de Início,Data,Rounds Vencidos,Rounds Perdidos,Astra,Breach,Brimstone,Cypher,Jett,Kay/O,Killjoy,Omen,Phoenix,Raze,Reyna,Sage,Skye,Sova,Viper,Yoru,Etapa,Campeonato,Bracket,MD
blu,Havan Liberty Female,272,21,6,1,15,1574,3,0,3,12%,ROMPOMPOM,Haven,Null,Defesa,23/04/2021,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
mittens,Havan Liberty Female,209,12,9,10,3,1898,2,0,2,17%,ROMPOMPOM,Haven,Null,Defesa,23/04/2021,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
let,Havan Liberty Female,167,9,11,9,-2,1066,2,1,1,16%,ROMPOMPOM,Haven,Null,Defesa,23/04/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
friick,ROMPOMPOM,206,11,16,3,-5,1324,1,1,0,25%,Havan Liberty Female,Haven,Null,Ataque,23/04/2021,4,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Misty,ROMPOMPOM,194,12,15,2,-3,1172,1,7,-6,28%,Havan Liberty Female,Haven,Null,Ataque,23/04/2021,4,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
DudaKUSH,ROMPOMPOM,128,5,16,2,-11,888,1,1,0,8%,Havan Liberty Female,Haven,Null,Ataque,23/04/2021,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
pitel,ROMPOMPOM,126,7,14,1,-7,824,0,2,-2,41%,Havan Liberty Female,Haven,Null,Ataque,23/04/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
naki,ROMPOMPOM,102,5,16,4,-11,664,0,3,-3,8%,Havan Liberty Female,Haven,Null,Ataque,23/04/2021,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
isa1,Havan Liberty Female,332,21,6,1,15,1842,5,0,5,17%,ROMPOMPOM,Icebox,Null,Defesa,23/04/2021,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
let,Havan Liberty Female,331,20,9,1,11,1714,3,1,2,25%,ROMPOMPOM,Icebox,Null,Defesa,23/04/2021,13,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
blu,Havan Liberty Female,272,16,9,5,7,1720,1,1,0,10%,ROMPOMPOM,Icebox,Null,Defesa,23/04/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
mittens,Havan Liberty Female,194,10,7,3,3,1067,2,0,2,26%,ROMPOMPOM,Icebox,Null,Defesa,23/04/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Oitavas de Final,3
sayuri,Havan Liberty Female,165,9,12,6,-3,1006,1,2,-1,26%,ROMPOMPOM,Icebox,Null,Defesa,23/04/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
naki,ROMPOMPOM,226,12,16,4,-4,1355,0,2,-2,24%,Havan Liberty Female,Icebox,Null,Ataque,23/04/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
DudaKUSH,ROMPOMPOM,218,11,16,2,-5,1100,2,5,-3,22%,Havan Liberty Female,Icebox,Null,Ataque,23/04/2021,3,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
pitel,ROMPOMPOM,160,9,13,1,-4,1093,0,0,0,29%,Havan Liberty Female,Icebox,Null,Ataque,23/04/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Misty,ROMPOMPOM,145,6,16,3,-10,841,1,4,-3,16%,Havan Liberty Female,Icebox,Null,Ataque,23/04/2021,3,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
friick,ROMPOMPOM,115,5,15,4,-10,708,1,1,0,13%,Havan Liberty Female,Icebox,Null,Ataque,23/04/2021,3,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
bstrdd,Gamelanders Purple,334,22,6,2,16,1885,3,1,2,36%,corsa rebaixado,Bind,Null,Defesa,24/04/2021,13,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
nat1,Gamelanders Purple,291,17,13,3,4,1770,3,2,1,17%,corsa rebaixado,Bind,Null,Defesa,24/04/2021,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
daiki,Gamelanders Purple,196,11,7,7,4,1054,3,1,2,28%,corsa rebaixado,Bind,Null,Defesa,24/04/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Drn,Gamelanders Purple,183,12,6,4,6,1235,1,0,1,17%,corsa rebaixado,Bind,Null,Defesa,24/04/2021,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
naxy,Gamelanders Purple,171,9,10,6,-1,1118,2,0,2,18%,corsa rebaixado,Bind,Null,Defesa,24/04/2021,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Bia,corsa rebaixado,223,11,15,4,-4,1453,0,2,-2,33%,Gamelanders Purple,Bind,Null,Ataque,24/04/2021,3,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Kisa,corsa rebaixado,200,11,14,1,-3,1248,3,4,-1,43%,Gamelanders Purple,Bind,Null,Ataque,24/04/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Quartas de Final,3
josi,corsa rebaixado,199,9,15,4,-6,1437,0,1,-1,29%,Gamelanders Purple,Bind,Null,Ataque,24/04/2021,3,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
anAzik,corsa rebaixado,117,5,15,3,-10,853,1,2,-1,17%,Gamelanders Purple,Bind,Null,Ataque,24/04/2021,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
BEAR,corsa rebaixado,113,6,12,4,-6,636,0,3,-3,20%,Gamelanders Purple,Bind,Null,Ataque,24/04/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Quartas de Final,3
bstrdd,Gamelanders Purple,298,22,17,6,5,1730,3,6,-3,25%,corsa rebaixado,Ascent,Null,Ataque,24/04/2021,10,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
daiki,Gamelanders Purple,203,16,14,4,2,1516,1,0,1,48%,corsa rebaixado,Ascent,Null,Ataque,24/04/2021,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
naxy,Gamelanders Purple,196,14,16,4,-2,1387,2,2,0,11%,corsa rebaixado,Ascent,Null,Ataque,24/04/2021,10,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
nat1,Gamelanders Purple,151,12,17,2,-5,1058,1,4,-3,16%,corsa rebaixado,Ascent,Null,Ataque,24/04/2021,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Protocolo: Gêneses,Quartas de Final,3
Drn,Gamelanders Purple,135,9,16,9,-7,837,2,2,0,14%,corsa rebaixado,Ascent,Null,Ataque,24/04/2021,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
anAzik,corsa rebaixado,298,26,14,2,12,1583,7,2,5,14%,Gamelanders Purple,Ascent,Null,Defesa,24/04/2021,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
josi,corsa rebaixado,239,16,16,5,0,1869,3,4,-1,31%,Gamelanders Purple,Ascent,Null,Defesa,24/04/2021,13,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Kisa,corsa rebaixado,217,16,16,7,0,1692,2,1,1,25%,Gamelanders Purple,Ascent,Null,Defesa,24/04/2021,13,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Bia,corsa rebaixado,142,13,14,8,-1,1388,1,1,0,22%,Gamelanders Purple,Ascent,Null,Defesa,24/04/2021,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
BEAR,corsa rebaixado,119,9,13,7,-4,819,1,1,0,18%,Gamelanders Purple,Ascent,Null,Defesa,24/04/2021,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
naxy,Gamelanders Purple,285,16,8,5,8,1825,3,1,2,20%,corsa rebaixado,Split,Null,Defesa,24/04/2021,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
bstrdd,Gamelanders Purple,278,17,9,4,8,1749,3,2,1,16%,corsa rebaixado,Split,Null,Defesa,24/04/2021,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Drn,Gamelanders Purple,260,16,6,4,10,1522,1,0,1,16%,corsa rebaixado,Split,Null,Defesa,24/04/2021,13,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
daiki,Gamelanders Purple,218,13,10,7,3,1218,3,2,1,28%,corsa rebaixado,Split,Null,Defesa,24/04/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Quartas de Final,3
nat1,Gamelanders Purple,189,11,8,8,3,1182,1,1,0,17%,corsa rebaixado,Split,Null,Defesa,24/04/2021,13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Kisa,corsa rebaixado,241,14,15,4,-1,1514,3,2,1,31%,Gamelanders Purple,Split,Null,Ataque,24/04/2021,4,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
josi,corsa rebaixado,161,9,14,3,-5,1035,0,3,-3,29%,Gamelanders Purple,Split,Null,Ataque,24/04/2021,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
anAzik,corsa rebaixado,124,6,16,2,-10,773,2,4,-2,22%,Gamelanders Purple,Split,Null,Ataque,24/04/2021,4,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Bia,corsa rebaixado,121,7,14,2,-7,888,0,1,-1,15%,Gamelanders Purple,Split,Null,Ataque,24/04/2021,4,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
BEAR,corsa rebaixado,107,5,15,5,-10,590,1,1,0,7%,Gamelanders Purple,Split,Null,Ataque,24/04/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
antG,Vivo Keyd Athenas,331,23,17,10,6,2083,6,3,3,17%,Jaguares Fem,Bind,Null,Defesa,24/04/2021,13,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Dani,Vivo Keyd Athenas,313,24,13,7,11,1792,2,0,2,26%,Jaguares Fem,Bind,Null,Defesa,24/04/2021,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Aninha,Vivo Keyd Athenas,213,17,14,8,3,1226,1,2,-1,17%,Jaguares Fem,Bind,Null,Defesa,24/04/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
biazik,Vivo Keyd Athenas,198,13,14,10,-1,1390,3,2,1,21%,Jaguares Fem,Bind,Null,Defesa,24/04/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
julEszik,Vivo Keyd Athenas,71,5,13,7,-8,572,0,2,-2,6%,Jaguares Fem,Bind,Null,Defesa,24/04/2021,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
igs,Jaguares Fem,232,15,20,6,-5,1495,4,3,1,25%,Vivo Keyd Athenas,Bind,Null,Ataque,24/04/2021,8,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
gabi,Jaguares Fem,228,18,16,2,2,1301,3,3,0,23%,Vivo Keyd Athenas,Bind,Null,Ataque,24/04/2021,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Larischz,Jaguares Fem,213,16,14,3,2,1221,1,1,0,11%,Vivo Keyd Athenas,Bind,Null,Ataque,24/04/2021,8,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
nzh,Jaguares Fem,166,12,17,3,-5,1128,0,3,-3,31%,Vivo Keyd Athenas,Bind,Null,Ataque,24/04/2021,8,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Badgal,Jaguares Fem,150,10,15,11,-5,1018,1,2,-1,13%,Vivo Keyd Athenas,Bind,Null,Ataque,24/04/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
antG,Vivo Keyd Athenas,279,33,27,10,6,1818,4,4,0,13%,Jaguares Fem,Ascent,Null,Ataque,24/04/2021,20,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
biazik,Vivo Keyd Athenas,243,32,22,9,10,1505,1,2,-1,17%,Jaguares Fem,Ascent,Null,Ataque,24/04/2021,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
julEszik,Vivo Keyd Athenas,237,33,32,9,1,1451,7,6,1,30%,Jaguares Fem,Ascent,Null,Ataque,24/04/2021,20,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Aninha,Vivo Keyd Athenas,175,20,26,8,-6,1492,4,2,2,20%,Jaguares Fem,Ascent,Null,Ataque,24/04/2021,20,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Dani,Vivo Keyd Athenas,136,16,30,10,-14,918,2,6,-4,3%,Jaguares Fem,Ascent,Null,Ataque,24/04/2021,20,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
igs,Jaguares Fem,293,36,26,11,10,1812,10,7,3,24%,Vivo Keyd Athenas,Ascent,Null,Defesa,24/04/2021,18,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
gabi,Jaguares Fem,222,28,27,8,1,1482,6,3,3,18%,Vivo Keyd Athenas,Ascent,Null,Defesa,24/04/2021,18,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Badgal,Jaguares Fem,193,25,23,15,2,1765,1,2,-1,10%,Vivo Keyd Athenas,Ascent,Null,Defesa,24/04/2021,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
nzh,Jaguares Fem,186,25,31,8,-6,1200,3,0,3,27%,Vivo Keyd Athenas,Ascent,Null,Defesa,24/04/2021,18,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Larischz,Jaguares Fem,167,23,27,9,-4,1114,0,6,-6,16%,Vivo Keyd Athenas,Ascent,Null,Defesa,24/04/2021,18,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
shyz,B4 Angels,337,21,13,7,8,2143,4,1,3,19%,Number Six Victory,Haven,Null,Ataque,24/04/2021,13,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
isa,B4 Angels,274,23,11,3,12,1701,1,1,0,25%,Number Six Victory,Haven,Null,Ataque,24/04/2021,13,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
tayhuhu,B4 Angels,257,18,12,8,6,1433,1,4,-3,13%,Number Six Victory,Haven,Null,Ataque,24/04/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Shizue,B4 Angels,244,17,14,10,3,1593,2,1,1,16%,Number Six Victory,Haven,Null,Ataque,24/04/2021,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
celinett,B4 Angels,62,4,13,2,-9,450,2,3,-1,33%,Number Six Victory,Haven,Null,Ataque,24/04/2021,13,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
BOWIE,Number Six Victory,239,16,15,5,1,1635,2,0,2,17%,B4 Angels,Haven,Null,Defesa,24/04/2021,7,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Misty,Number Six Victory,220,12,19,6,-7,1429,6,6,0,17%,B4 Angels,Haven,Null,Defesa,24/04/2021,7,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
ScherBi,Number Six Victory,185,13,16,2,-3,1333,0,0,0,21%,B4 Angels,Haven,Null,Defesa,24/04/2021,7,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
lya,Number Six Victory,176,11,16,4,-5,1109,1,2,-1,31%,B4 Angels,Haven,Null,Defesa,24/04/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
GabiT,Number Six Victory,149,11,17,5,-6,807,1,2,-1,20%,B4 Angels,Haven,Null,Defesa,24/04/2021,7,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
isa,B4 Angels,316,19,8,2,11,1781,3,1,2,20%,Number Six Victory,Ascent,Null,Ataque,24/04/2021,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
shyz,B4 Angels,243,13,10,5,3,1592,0,3,-3,17%,Number Six Victory,Ascent,Null,Ataque,24/04/2021,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
celinett,B4 Angels,223,12,8,5,4,1321,2,0,2,14%,Number Six Victory,Ascent,Null,Ataque,24/04/2021,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
tayhuhu,B4 Angels,208,11,8,13,3,1204,0,0,0,13%,Number Six Victory,Ascent,Null,Ataque,24/04/2021,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Shizue,B4 Angels,202,12,8,7,4,1238,2,4,-2,23%,Number Six Victory,Ascent,Null,Ataque,24/04/2021,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
GabiT,Number Six Victory,209,11,13,2,-2,1300,2,1,1,24%,B4 Angels,Ascent,Null,Defesa,24/04/2021,2,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
lya,Number Six Victory,195,10,14,1,-4,1119,1,0,1,20%,B4 Angels,Ascent,Null,Defesa,24/04/2021,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Misty,Number Six Victory,176,8,14,3,-6,1034,3,3,0,13%,B4 Angels,Ascent,Null,Defesa,24/04/2021,2,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
ScherBi,Number Six Victory,149,6,13,1,-7,1104,1,1,0,16%,B4 Angels,Ascent,Null,Defesa,24/04/2021,2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
BOWIE,Number Six Victory,137,7,13,2,-6,959,1,2,-1,32%,B4 Angels,Ascent,Null,Defesa,24/04/2021,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Pepita,4 duelistas e uma baiter,240,16,17,4,-1,1588,4,3,1,15%,Havan Liberty Female,Ascent,Null,Ataque,24/04/2021,8,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
beatz,4 duelistas e uma baiter,218,17,18,3,-1,1282,1,1,0,28%,Havan Liberty Female,Ascent,Null,Ataque,24/04/2021,8,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Mands,4 duelistas e uma baiter,192,12,18,5,-6,1334,2,4,-2,13%,Havan Liberty Female,Ascent,Null,Ataque,24/04/2021,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Lunna,4 duelistas e uma baiter,176,13,16,4,-3,1086,1,1,0,29%,Havan Liberty Female,Ascent,Null,Ataque,24/04/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
covinhas,4 duelistas e uma baiter,122,8,18,6,-10,682,0,4,-4,25%,Havan Liberty Female,Ascent,Null,Ataque,24/04/2021,8,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
sayuri,Havan Liberty Female,298,21,10,7,11,1772,1,0,1,11%,4 duelistas e uma baiter,Ascent,Null,Defesa,24/04/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
mittens,Havan Liberty Female,278,23,10,2,13,1816,3,0,3,35%,4 duelistas e uma baiter,Ascent,Null,Defesa,24/04/2021,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
let,Havan Liberty Female,263,19,18,5,1,1739,4,2,2,35%,4 duelistas e uma baiter,Ascent,Null,Defesa,24/04/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
blu,Havan Liberty Female,161,12,15,8,-3,803,2,3,-1,16%,4 duelistas e uma baiter,Ascent,Null,Defesa,24/04/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Quartas de Final,3
isa1,Havan Liberty Female,149,12,13,3,-1,813,3,3,0,19%,4 duelistas e uma baiter,Ascent,Null,Defesa,24/04/2021,13,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Pepita,4 duelistas e uma baiter,269,23,17,4,6,1544,1,0,1,21%,Havan Liberty Female,Icebox,Null,Ataque,24/04/2021,11,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
beatz,4 duelistas e uma baiter,206,16,19,3,-3,1355,3,5,-2,28%,Havan Liberty Female,Icebox,Null,Ataque,24/04/2021,11,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Lunna,4 duelistas e uma baiter,197,17,17,4,0,1674,3,3,0,29%,Havan Liberty Female,Icebox,Null,Ataque,24/04/2021,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
Mands,4 duelistas e uma baiter,138,10,18,4,-8,797,2,3,-1,8%,Havan Liberty Female,Icebox,Null,Ataque,24/04/2021,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Quartas de Final,3
covinhas,4 duelistas e uma baiter,113,9,15,4,-6,860,1,3,-2,16%,Havan Liberty Female,Icebox,Null,Ataque,24/04/2021,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
sayuri,Havan Liberty Female,261,22,16,6,6,1661,3,1,2,22%,4 duelistas e uma baiter,Icebox,Null,Defesa,24/04/2021,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Quartas de Final,3
mittens,Havan Liberty Female,226,17,15,4,2,1510,3,2,1,41%,4 duelistas e uma baiter,Icebox,Null,Defesa,24/04/2021,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Quartas de Final,3
let,Havan Liberty Female,190,16,17,6,-1,1130,3,4,-1,27%,4 duelistas e uma baiter,Icebox,Null,Defesa,24/04/2021,13,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
isa1,Havan Liberty Female,190,18,13,0,5,1405,2,0,2,29%,4 duelistas e uma baiter,Icebox,Null,Defesa,24/04/2021,13,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
blu,Havan Liberty Female,155,13,14,8,-1,895,3,3,0,14%,4 duelistas e uma baiter,Icebox,Null,Defesa,24/04/2021,13,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Quartas de Final,3
bstrdd,Gamelanders Purple,309,32,22,7,10,1950,4,6,-2,22%,Vivo Keyd Athenas,Split,Null,Defesa,25/04/2021,16,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Semifinal,3
