Player,Time,ACS,Kills,Death,Assists,Kills - Death,ADR,First Kill,First Death,First Kill - First Death,HS%,Adversário,Mapa,Mapa Pick,Lado de Início,Data,Rounds Vencidos,Rounds Perdidos,Astra,Breach,Brimstone,Cypher,Kay/O,Jett,Killjoy,Omen,Phoenix,Raze,Reyna,Sage,Skye,Sova,Viper,Yoru,Etapa,Campeonato,Bracket,MD
fra,YNG Sharks,188,12,18,6,-6,1440,4,2,2,14%,Team Vikings,Ascent,Team Vikings,Defesa,09/05/2021,13,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
light,YNG Sharks,185,17,15,10,2,1237,1,1,0,24%,Team Vikings,Ascent,Team Vikings,Defesa,09/05/2021,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
deNaro,YNG Sharks,127,8,14,7,-6,1266,0,0,0,23%,Team Vikings,Ascent,Team Vikings,Defesa,09/05/2021,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Finals #2,Grande Final,5
Sacy,Team Vikings,383,23,6,2,17,2159,3,1,2,31%,YNG Sharks,Haven,YNG Sharks,Ataque,09/05/2021,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Finals #2,Grande Final,5
saadhak,Team Vikings,290,17,8,4,9,1713,2,0,2,23%,YNG Sharks,Haven,YNG Sharks,Ataque,09/05/2021,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
sutecas,Team Vikings,228,12,9,5,3,1536,2,0,2,22%,YNG Sharks,Haven,YNG Sharks,Ataque,09/05/2021,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
gtnziN,Team Vikings,206,12,9,4,3,1336,1,1,0,17%,YNG Sharks,Haven,YNG Sharks,Ataque,09/05/2021,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Finals #2,Grande Final,5
frz,Team Vikings,159,8,9,4,-1,811,3,2,1,15%,YNG Sharks,Haven,YNG Sharks,Ataque,09/05/2021,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
prozin,YNG Sharks,279,13,13,6,0,1671,1,2,-1,17%,Team Vikings,Haven,YNG Sharks,Defesa,09/05/2021,2,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
light,YNG Sharks,206,10,15,4,-5,1299,1,2,-1,32%,Team Vikings,Haven,YNG Sharks,Defesa,09/05/2021,2,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
deNaro,YNG Sharks,149,8,14,5,-6,995,0,2,-2,41%,Team Vikings,Haven,YNG Sharks,Defesa,09/05/2021,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Finals #2,Grande Final,5
fra,YNG Sharks,148,7,15,2,-8,941,1,1,0,35%,Team Vikings,Haven,YNG Sharks,Defesa,09/05/2021,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
gaabxx,YNG Sharks,82,3,15,4,-12,677,1,4,-3,14%,Team Vikings,Haven,YNG Sharks,Defesa,09/05/2021,2,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
frz,Team Vikings,256,25,15,4,10,1378,2,3,-1,22%,YNG Sharks,Bind,Team Vikings,Ataque,09/05/2021,13,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
saadhak,Team Vikings,208,14,18,12,-4,1473,2,5,-3,18%,YNG Sharks,Bind,Team Vikings,Ataque,09/05/2021,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Finals #2,Grande Final,5
Sacy,Team Vikings,203,17,18,7,-1,1397,4,2,2,18%,YNG Sharks,Bind,Team Vikings,Ataque,09/05/2021,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Finals #2,Grande Final,5
gtnziN,Team Vikings,201,15,17,7,-2,1366,2,2,0,12%,YNG Sharks,Bind,Team Vikings,Ataque,09/05/2021,13,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Finals #2,Grande Final,5
sutecas,Team Vikings,159,12,18,4,-6,988,1,1,0,23%,YNG Sharks,Bind,Team Vikings,Ataque,09/05/2021,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
prozin,YNG Sharks,250,20,19,7,1,1649,5,3,2,8%,Team Vikings,Bind,Team Vikings,Defesa,09/05/2021,11,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Finals #2,Grande Final,5
light,YNG Sharks,241,22,14,6,8,1495,0,1,-1,15%,Team Vikings,Bind,Team Vikings,Defesa,09/05/2021,11,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
gaabxx,YNG Sharks,214,17,17,6,0,1306,5,3,2,20%,Team Vikings,Bind,Team Vikings,Defesa,09/05/2021,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Finals #2,Grande Final,5
deNaro,YNG Sharks,191,16,16,2,0,1124,1,2,-1,18%,Team Vikings,Bind,Team Vikings,Defesa,09/05/2021,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Finals #2,Grande Final,5
fra,YNG Sharks,139,11,17,4,-6,865,2,2,0,19%,Team Vikings,Bind,Team Vikings,Defesa,09/05/2021,11,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Finals #2,Grande Final,5
Sacy,Team Vikings,253,18,12,15,6,1785,3,1,2,32%,YNG Sharks,Icebox,YNG Sharks,Ataque,09/05/2021,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Finals #2,Grande Final,5
gtnziN,Team Vikings,230,18,15,4,3,1454,5,4,1,20%,YNG Sharks,Icebox,YNG Sharks,Ataque,09/05/2021,13,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Finals #2,Grande Final,5
sutecas,Team Vikings,225,20,14,4,6,1262,0,2,-2,20%,YNG Sharks,Icebox,YNG Sharks,Ataque,09/05/2021,13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
saadhak,Team Vikings,217,15,13,6,2,1394,1,0,1,20%,YNG Sharks,Icebox,YNG Sharks,Ataque,09/05/2021,13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
frz,Team Vikings,187,15,14,5,1,1073,3,2,1,21%,YNG Sharks,Icebox,YNG Sharks,Ataque,09/05/2021,13,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
prozin,YNG Sharks,235,17,19,5,-2,1589,6,7,-1,14%,Team Vikings,Icebox,YNG Sharks,Defesa,09/05/2021,9,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Finals #2,Grande Final,5
light,YNG Sharks,173,13,17,6,-4,998,1,1,0,11%,Team Vikings,Icebox,YNG Sharks,Defesa,09/05/2021,9,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
fra,YNG Sharks,169,14,16,5,-2,1107,1,2,-1,19%,Team Vikings,Icebox,YNG Sharks,Defesa,09/05/2021,9,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Finals #2,Grande Final,5
gaabxx,YNG Sharks,157,11,18,7,-7,1012,0,2,-2,23%,Team Vikings,Icebox,YNG Sharks,Defesa,09/05/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Finals #2,Grande Final,5
deNaro,YNG Sharks,131,11,17,4,-6,1063,2,1,1,28%,Team Vikings,Icebox,YNG Sharks,Defesa,09/05/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Finals #2,Grande Final,5
Derke,FNATIC,331,19,12,6,7,1860,6,2,4,29%,KRÜ,Haven,KRÜ,Ataque,24/05/2021,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
MAGNUM,FNATIC,213,15,8,5,7,1325,4,0,4,33%,KRÜ,Haven,KRÜ,Ataque,24/05/2021,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
doma,FNATIC,211,14,7,10,7,1445,1,0,1,35%,KRÜ,Haven,KRÜ,Ataque,24/05/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Boaster,FNATIC,170,11,12,2,-1,1113,0,4,-4,42%,KRÜ,Haven,KRÜ,Ataque,24/05/2021,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Mistic,FNATIC,169,10,9,6,1,1668,1,0,1,27%,KRÜ,Haven,KRÜ,Ataque,24/05/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
NagZ,KRÜ,221,13,15,3,-2,1398,2,5,-3,38%,FNATIC,Haven,KRÜ,Defesa,24/05/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Mazino,KRÜ,213,11,15,13,-4,1254,1,1,0,9%,FNATIC,Haven,KRÜ,Defesa,24/05/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Masters Reykjavik,Superior - Rodada 1,3
Klaus,KRÜ,191,13,12,1,1,1026,1,2,-1,18%,FNATIC,Haven,KRÜ,Defesa,24/05/2021,5,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
bnj,KRÜ,127,7,15,3,-8,942,0,4,-4,20%,FNATIC,Haven,KRÜ,Defesa,24/05/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
delz1k,KRÜ,76,4,12,2,-8,1068,2,0,2,19%,FNATIC,Haven,KRÜ,Defesa,24/05/2021,5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Derke,FNATIC,396,21,15,4,6,2216,10,0,10,29%,KRÜ,Icebox,FNATIC,Ataque,24/05/2021,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
MAGNUM,FNATIC,239,14,10,5,4,1652,0,0,0,19%,KRÜ,Icebox,FNATIC,Ataque,24/05/2021,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Boaster,FNATIC,206,12,10,7,2,1267,3,1,2,23%,KRÜ,Icebox,FNATIC,Ataque,24/05/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Mistic,FNATIC,192,13,9,7,4,1196,1,1,0,24%,KRÜ,Icebox,FNATIC,Ataque,24/05/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Masters Reykjavik,Superior - Rodada 1,3
doma,FNATIC,189,11,10,11,1,1670,0,1,-1,39%,KRÜ,Icebox,FNATIC,Ataque,24/05/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Mazino,KRÜ,250,15,15,2,0,1484,2,3,-1,24%,FNATIC,Icebox,FNATIC,Defesa,24/05/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Masters Reykjavik,Superior - Rodada 1,3
Klaus,KRÜ,247,14,13,4,1,1648,0,1,-1,24%,FNATIC,Icebox,FNATIC,Defesa,24/05/2021,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
delz1k,KRÜ,166,11,14,3,-3,856,0,3,-3,23%,FNATIC,Icebox,FNATIC,Defesa,24/05/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
bnj,KRÜ,157,8,12,6,-4,1013,1,1,0,26%,FNATIC,Icebox,FNATIC,Defesa,24/05/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
NagZ,KRÜ,109,6,17,3,-11,704,0,6,-6,35%,FNATIC,Icebox,FNATIC,Defesa,24/05/2021,4,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Zellsis,Version1,259,23,17,7,6,1905,2,2,0,25%,Crazy Raccoon,Ascent,Crazy Raccoon,Defesa,24/05/2021,13,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
jammyz,Version1,248,21,15,4,6,2085,4,2,2,11%,Crazy Raccoon,Ascent,Crazy Raccoon,Defesa,24/05/2021,13,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
penny,Version1,239,21,16,1,5,1893,5,4,1,17%,Crazy Raccoon,Ascent,Crazy Raccoon,Defesa,24/05/2021,13,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
effys,Version1,196,16,16,15,0,1649,2,1,1,23%,Crazy Raccoon,Ascent,Crazy Raccoon,Defesa,24/05/2021,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
vanity,Version1,132,9,17,12,-8,1231,0,2,-2,7%,Crazy Raccoon,Ascent,Crazy Raccoon,Defesa,24/05/2021,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Munchkin,Crazy Raccoon,302,23,18,5,5,1848,6,4,2,13%,Version1,Ascent,Crazy Raccoon,Ataque,24/05/2021,11,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
rion,Crazy Raccoon,209,15,18,6,-3,1331,2,2,0,33%,Version1,Ascent,Crazy Raccoon,Ataque,24/05/2021,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Medusa,Crazy Raccoon,193,15,18,5,-3,1238,2,5,-3,27%,Version1,Ascent,Crazy Raccoon,Ataque,24/05/2021,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
zepher,Crazy Raccoon,193,16,19,3,-3,1235,1,0,1,29%,Version1,Ascent,Crazy Raccoon,Ataque,24/05/2021,11,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
neth,Crazy Raccoon,123,12,17,2,-5,712,0,2,-2,15%,Version1,Ascent,Crazy Raccoon,Ataque,24/05/2021,11,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
penny,Version1,274,24,17,7,7,1841,5,1,4,17%,Crazy Raccoon,Icebox,Version1,Ataque,24/05/2021,13,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Zellsis,Version1,210,20,18,7,2,1640,3,3,0,15%,Crazy Raccoon,Icebox,Version1,Ataque,24/05/2021,13,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
jammyz,Version1,160,13,17,6,-4,1356,2,2,0,15%,Crazy Raccoon,Icebox,Version1,Ataque,24/05/2021,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Masters Reykjavik,Superior - Rodada 1,3
vanity,Version1,142,14,17,6,-3,1110,4,2,2,18%,Crazy Raccoon,Icebox,Version1,Ataque,24/05/2021,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
effys,Version1,126,13,12,8,1,789,0,1,-1,16%,Crazy Raccoon,Icebox,Version1,Ataque,24/05/2021,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Munchkin,Crazy Raccoon,230,18,20,7,-2,1656,3,3,0,13%,Version1,Icebox,Version1,Defesa,24/05/2021,10,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
neth,Crazy Raccoon,187,18,14,6,4,1618,2,3,-1,22%,Version1,Icebox,Version1,Defesa,24/05/2021,10,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
Medusa,Crazy Raccoon,180,15,18,6,-3,1651,1,0,1,37%,Version1,Icebox,Version1,Defesa,24/05/2021,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
zepher,Crazy Raccoon,162,15,16,0,-1,1095,2,3,-1,17%,Version1,Icebox,Version1,Defesa,24/05/2021,10,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
rion,Crazy Raccoon,156,15,16,3,-1,1097,1,5,-4,31%,Version1,Icebox,Version1,Defesa,24/05/2021,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Rodada 1,3
prozin,YNG Sharks,337,20,14,6,6,1995,6,5,1,25%,NUTURN,Haven,YNG Sharks,Ataque,24/05/2021,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
gaabxx,YNG Sharks,311,22,6,9,16,1989,3,0,3,47%,NUTURN,Haven,YNG Sharks,Ataque,24/05/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
deNaro,YNG Sharks,259,15,9,7,6,1678,0,0,0,25%,NUTURN,Haven,YNG Sharks,Ataque,24/05/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
fra,YNG Sharks,143,9,12,0,-3,922,0,2,-2,17%,NUTURN,Haven,YNG Sharks,Ataque,24/05/2021,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
light,YNG Sharks,86,5,10,7,-5,460,0,2,-2,9%,NUTURN,Haven,YNG Sharks,Ataque,24/05/2021,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
Lakia,NUTURN,221,13,14,3,-1,1489,3,1,2,33%,YNG Sharks,Haven,YNG Sharks,Defesa,24/05/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
allow,NUTURN,190,11,13,2,-2,1139,2,2,0,34%,YNG Sharks,Haven,YNG Sharks,Defesa,24/05/2021,5,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
peri,NUTURN,180,11,14,1,-3,1012,2,3,-1,22%,YNG Sharks,Haven,YNG Sharks,Defesa,24/05/2021,5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
Suggest,NUTURN,157,8,15,1,-7,1051,1,0,1,14%,YNG Sharks,Haven,YNG Sharks,Defesa,24/05/2021,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
solo,NUTURN,134,8,15,2,-7,751,1,3,-2,32%,YNG Sharks,Haven,YNG Sharks,Defesa,24/05/2021,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
gaabxx,YNG Sharks,204,13,15,2,-2,1223,3,4,-1,36%,NUTURN,Bind,NUTURN,Defesa,24/05/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Masters Reykjavik,Superior - Quartas de Final,3
fra,YNG Sharks,196,13,13,2,0,1182,0,2,-2,54%,NUTURN,Bind,NUTURN,Defesa,24/05/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
prozin,YNG Sharks,168,8,15,5,-7,1164,2,2,0,18%,NUTURN,Bind,NUTURN,Defesa,24/05/2021,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
light,YNG Sharks,155,8,15,5,-7,1017,0,2,-2,17%,NUTURN,Bind,NUTURN,Defesa,24/05/2021,5,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
deNaro,YNG Sharks,77,4,15,6,-11,389,0,3,-3,15%,NUTURN,Bind,NUTURN,Defesa,24/05/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
peri,NUTURN,315,21,9,3,12,1657,5,0,5,28%,YNG Sharks,Bind,NUTURN,Ataque,24/05/2021,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
Suggest,NUTURN,233,15,8,5,7,1431,2,2,0,34%,YNG Sharks,Bind,NUTURN,Ataque,24/05/2021,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
Lakia,NUTURN,220,14,10,11,4,1534,2,0,2,44%,YNG Sharks,Bind,NUTURN,Ataque,24/05/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
solo,NUTURN,185,11,10,9,1,1092,2,0,2,30%,YNG Sharks,Bind,NUTURN,Ataque,24/05/2021,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
allow,NUTURN,174,12,9,3,3,1314,2,3,-1,30%,YNG Sharks,Bind,NUTURN,Ataque,24/05/2021,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
gaabxx,YNG Sharks,198,12,13,1,-1,1146,3,2,1,15%,NUTURN,Ascent,Desempate,Ataque,24/05/2021,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
prozin,YNG Sharks,142,9,15,1,-6,820,2,6,-4,32%,NUTURN,Ascent,Desempate,Ataque,24/05/2021,5,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
deNaro,YNG Sharks,111,6,15,5,-9,667,1,0,1,20%,NUTURN,Ascent,Desempate,Ataque,24/05/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
light,YNG Sharks,107,5,15,5,-10,699,2,1,1,23%,NUTURN,Ascent,Desempate,Ataque,24/05/2021,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
fra,YNG Sharks,105,4,15,1,-11,693,0,1,-1,22%,NUTURN,Ascent,Desempate,Ataque,24/05/2021,5,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
solo,NUTURN,314,19,7,5,12,2253,3,1,2,16%,YNG Sharks,Ascent,Desempate,Defesa,24/05/2021,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
Lakia,NUTURN,231,13,5,7,8,1517,1,2,-1,14%,YNG Sharks,Ascent,Desempate,Defesa,24/05/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
Suggest,NUTURN,230,16,8,6,8,1167,2,0,2,27%,YNG Sharks,Ascent,Desempate,Defesa,24/05/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
peri,NUTURN,190,13,8,8,5,1122,1,1,0,20%,YNG Sharks,Ascent,Desempate,Defesa,24/05/2021,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
allow,NUTURN,187,12,8,2,4,1062,3,4,-1,13%,YNG Sharks,Ascent,Desempate,Defesa,24/05/2021,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
Sacy,Team Vikings,86,21,17,8,4,568,0,3,-3,24%,X10,Icebox,X10,Ataque,25/05/2021,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
sutecas,Team Vikings,159,23,17,2,6,864,1,1,0,27%,X10,Icebox,X10,Ataque,25/05/2021,13,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
saadhak,Team Vikings,67,17,16,7,1,381,2,2,0,5%,X10,Icebox,X10,Ataque,25/05/2021,13,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
gtnziN,Team Vikings,39,7,18,4,-11,268,0,0,0,15%,X10,Icebox,X10,Ataque,25/05/2021,13,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
frz,Team Vikings,71,22,16,1,6,428,0,1,-1,12%,X10,Icebox,X10,Ataque,25/05/2021,13,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
Patiphan,X10,177,20,20,8,0,1075,3,0,3,23%,Team Vikings,Icebox,X10,Defesa,25/05/2021,11,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
foxz,X10,59,16,16,6,0,333,0,0,0,25%,Team Vikings,Icebox,X10,Defesa,25/05/2021,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
Sushiboys,X10,51,10,17,6,-7,398,2,0,2,29%,Team Vikings,Icebox,X10,Defesa,25/05/2021,11,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Masters Reykjavik,Superior - Quartas de Final,3
sScary,X10,98,23,19,11,4,458,2,2,0,14%,Team Vikings,Icebox,X10,Defesa,25/05/2021,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Masters Reykjavik,Superior - Quartas de Final,3
