Player,Time,ACS,Kills,Death,Assists,Kills - Death,ADR,First Kill,First Death,First Kill - First Death,HS%,Adversário,Mapa,Mapa Pick,Lado de Início,Data,Rounds Vencidos,Rounds Perdidos,Astra,Breach,Brimstone,Cypher,Kay/O,Jett,Killjoy,Omen,Phoenix,Raze,Reyna,Sage,Skye,Sova,Viper,Yoru,Etapa,Campeonato,Bracket,MD
Jonn,Gamelanders Blue,322,23,15,8,8,"177,70",5,2,3,16%,SLICK,Ascent,SLICK,Defesa,13/03/2021,13,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Masters #1,Quartas,3
mwzera,Gamelanders Blue,272,19,15,5,4,"152,20",5,2,3,9%,SLICK,Ascent,SLICK,Defesa,13/03/2021,13,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
Nyang,Gamelanders Blue,237,18,12,5,6,"153,00",1,0,1,15%,SLICK,Ascent,SLICK,Defesa,13/03/2021,13,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
JhoW,Gamelanders Blue,168,12,12,9,0,"104,10",2,1,1,11%,SLICK,Ascent,SLICK,Defesa,13/03/2021,13,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
fznnn,Gamelanders Blue,150,11,10,8,1,"103,20",0,1,-1,14%,SLICK,Ascent,SLICK,Defesa,13/03/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
DiMAS,SLICK,251,17,17,5,0,"161,70",2,1,1,27%,Gamelanders Blue,Ascent,SLICK,Ataque,13/03/2021,7,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
ntk,SLICK,191,12,16,5,-4,"121,70",1,0,1,13%,Gamelanders Blue,Ascent,SLICK,Ataque,13/03/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
Hastad,SLICK,182,12,18,2,-6,"107,10",2,6,-4,5%,Gamelanders Blue,Ascent,SLICK,Ataque,13/03/2021,7,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
bld,SLICK,179,13,17,7,-4,"104,60",2,4,-2,37%,Gamelanders Blue,Ascent,SLICK,Ataque,13/03/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Masters #1,Quartas,3
DONSA,SLICK,156,10,16,5,-6,"92,60",0,3,-3,27%,Gamelanders Blue,Ascent,SLICK,Ataque,13/03/2021,7,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Jonn,Gamelanders Blue,289,24,14,3,10,"164,80",4,1,3,19%,SLICK,Bind,Gamelanders Blue,Ataque,13/03/2021,13,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
mwzera,Gamelanders Blue,258,19,15,9,4,"167,60",5,2,3,12%,SLICK,Bind,Gamelanders Blue,Ataque,13/03/2021,13,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
Nyang,Gamelanders Blue,244,18,13,4,5,"138,10",1,2,-1,31%,SLICK,Bind,Gamelanders Blue,Ataque,13/03/2021,13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
fznnn,Gamelanders Blue,167,12,14,11,-2,"112,70",0,2,-2,24%,SLICK,Bind,Gamelanders Blue,Ataque,13/03/2021,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
JhoW,Gamelanders Blue,132,12,14,2,-2,"79,20",3,2,1,18%,SLICK,Bind,Gamelanders Blue,Ataque,13/03/2021,13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Hastad,SLICK,261,20,19,3,1,"169,70",2,5,-3,11%,Gamelanders Blue,Bind,Gamelanders Blue,Defesa,13/03/2021,9,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
ntk,SLICK,217,16,15,9,1,"187,80",1,0,1,17%,Gamelanders Blue,Bind,Gamelanders Blue,Defesa,13/03/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
DiMAS,SLICK,172,12,16,3,-4,"121,50",0,1,-1,21%,Gamelanders Blue,Bind,Gamelanders Blue,Defesa,13/03/2021,9,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
DONSA,SLICK,152,13,17,2,-4,"109,60",4,2,2,32%,Gamelanders Blue,Bind,Gamelanders Blue,Defesa,13/03/2021,9,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
bld,SLICK,135,9,18,11,-9,"87,60",2,5,-3,23%,Gamelanders Blue,Bind,Gamelanders Blue,Defesa,13/03/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Masters #1,Quartas,3
Nozwerr,FURIA,366,21,8,5,13,"214,4",3,0,3,6%,Imperial eSports,Split,Imperial eSports,Defesa,13/03/2021,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
xand,FURIA,363,21,12,4,9,"197,8",7,1,6,22%,Imperial eSports,Split,Imperial eSports,Defesa,13/03/2021,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Khalil,FURIA,211,13,7,10,6,"129,8",1,0,1,11%,Imperial eSports,Split,Imperial eSports,Defesa,13/03/2021,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Quick,FURIA,183,12,7,6,5,"98,9",0,2,-2,23%,Imperial eSports,Split,Imperial eSports,Defesa,13/03/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Masters #1,Quartas,3
txddy,FURIA,143,7,11,7,-4,"94,5",2,0,2,16%,Imperial eSports,Split,Imperial eSports,Defesa,13/03/2021,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
tuyz,Imperial eSports,220,12,14,4,-2,"190,1",1,2,-1,30%,FURIA,Split,Imperial eSports,Ataque,13/03/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Masters #1,Quartas,3
gustt1nha,Imperial eSports,201,9,16,5,-7,"129,8",1,6,-5,22%,FURIA,Split,Imperial eSports,Ataque,13/03/2021,3,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
rst,Imperial eSports,191,10,13,5,-3,"241,9",0,1,-1,16%,FURIA,Split,Imperial eSports,Ataque,13/03/2021,3,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Evilkyk,Imperial eSports,158,8,15,5,-7,"89,8",0,2,-2,11%,FURIA,Split,Imperial eSports,Ataque,13/03/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Masters #1,Quartas,3
Biscoit1n,Imperial eSports,120,6,16,3,-10,"75,9",1,2,-1,26%,FURIA,Split,Imperial eSports,Ataque,13/03/2021,3,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
xand,FURIA,259,19,17,1,2,"132,9",6,4,2,33%,Imperial eSports,Haven,FURIA,Defesa,13/03/2021,7,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Nozwerr,FURIA,243,15,12,8,3,"165,6",0,2,-2,28%,Imperial eSports,Haven,FURIA,Defesa,13/03/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
txddy,FURIA,185,11,16,5,-5,"122,3",3,1,2,24%,Imperial eSports,Haven,FURIA,Defesa,13/03/2021,7,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Quick,FURIA,129,9,17,9,-8,"59,8",0,1,-1,26%,Imperial eSports,Haven,FURIA,Defesa,13/03/2021,7,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Khalil,FURIA,119,9,16,2,-7,"68,2",1,2,-1,11%,Imperial eSports,Haven,FURIA,Defesa,13/03/2021,7,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Evilkyk,Imperial eSports,310,23,13,12,10,"202,2",1,2,-1,46%,FURIA,Haven,FURIA,Ataque,13/03/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
gustt1nha,Imperial eSports,233,17,13,5,4,"137,2",1,0,1,37%,FURIA,Haven,FURIA,Ataque,13/03/2021,13,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Biscoit1n,Imperial eSports,213,15,16,5,-1,"131,6",6,6,0,19%,FURIA,Haven,FURIA,Ataque,13/03/2021,13,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
tuyz,Imperial eSports,194,13,10,16,3,"127,2",2,2,0,33%,FURIA,Haven,FURIA,Ataque,13/03/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Masters #1,Quartas,3
rst,Imperial eSports,146,10,11,11,-1,"90,8",0,0,0,23%,FURIA,Haven,FURIA,Ataque,13/03/2021,13,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
xand,FURIA,433,28,7,4,21,"226,1",4,1,3,30%,Imperial eSports,Ascent,Desempate,Defesa,13/03/2021,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Nozwerr,FURIA,246,13,10,13,3,"154,7",3,1,2,17%,Imperial eSports,Ascent,Desempate,Defesa,13/03/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
Khalil,FURIA,191,12,5,5,7,"127,6",1,2,-1,23%,Imperial eSports,Ascent,Desempate,Defesa,13/03/2021,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Quick,FURIA,177,9,9,6,0,"114,1",1,0,1,18%,Imperial eSports,Ascent,Desempate,Defesa,13/03/2021,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
txddy,FURIA,165,10,10,3,0,"124,3",2,1,1,29%,Imperial eSports,Ascent,Desempate,Defesa,13/03/2021,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
tuyz,Imperial eSports,206,11,14,5,-3,"1221,1",1,0,1,31%,FURIA,Ascent,Desempate,Ataque,13/03/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Masters #1,Quartas,3
gustt1nha,Imperial eSports,194,10,14,7,-4,"127,8",2,4,-2,21%,FURIA,Ascent,Desempate,Ataque,13/03/2021,3,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Masters #1,Quartas,3
Evilkyk,Imperial eSports,177,8,14,4,-6,"105,5",1,3,-2,28%,FURIA,Ascent,Desempate,Ataque,13/03/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
Biscoit1n,Imperial eSports,144,8,16,3,-8,"94,4",0,3,-3,30%,FURIA,Ascent,Desempate,Ataque,13/03/2021,3,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
rst,Imperial eSports,96,4,14,6,-10,"60,4",1,1,0,3%,FURIA,Ascent,Desempate,Ataque,13/03/2021,3,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
fzkk,Vorax,262,17,16,6,1,1305,5,6,-1,8%,paiN Gaming,Bind,paiN Gaming,Ataque,14/03/2021,13,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
v1xen,Vorax,262,20,12,6,8,1740,1,0,1,33%,paiN Gaming,Bind,paiN Gaming,Ataque,14/03/2021,13,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
tockers,Vorax,228,15,11,8,4,1376,2,0,2,14%,paiN Gaming,Bind,paiN Gaming,Ataque,14/03/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
delevingne,Vorax,175,14,13,5,1,951,3,2,1,13%,paiN Gaming,Bind,paiN Gaming,Ataque,14/03/2021,13,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
dragonite,Vorax,155,11,12,6,-1,967,1,0,1,22%,paiN Gaming,Bind,paiN Gaming,Ataque,14/03/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Masters #1,Quartas,3
kon4n,paiN Gaming,279,17,17,5,0,1746,2,2,0,29%,Vorax,Bind,paiN Gaming,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
pepa,paiN Gaming,273,19,13,4,6,1780,2,1,1,30%,Vorax,Bind,paiN Gaming,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
murizzz,paiN Gaming,143,10,16,1,-6,966,2,5,-3,29%,Vorax,Bind,paiN Gaming,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Masters #1,Quartas,3
ryotzz,paiN Gaming,142,9,16,8,-7,1029,2,2,0,15%,Vorax,Bind,paiN Gaming,Defesa,14/03/2021,7,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
matheuzin,paiN Gaming,136,9,15,4,-6,885,0,2,-2,19%,Vorax,Bind,paiN Gaming,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
tockers,Vorax,247,15,17,6,-2,2142,3,1,2,19%,paiN Gaming,Haven,Vorax,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
dragonite,Vorax,232,17,15,7,2,1476,3,1,2,26%,paiN Gaming,Haven,Vorax,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Masters #1,Quartas,3
fzkk,Vorax,211,14,13,4,1,1322,4,3,1,17%,paiN Gaming,Haven,Vorax,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
v1xen,Vorax,149,10,17,4,-7,1146,2,1,1,36%,paiN Gaming,Haven,Vorax,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
delevingne,Vorax,135,10,15,2,-5,689,0,2,-2,17%,paiN Gaming,Haven,Vorax,Defesa,14/03/2021,7,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
kon4n,paiN Gaming,256,14,13,13,1,1871,0,2,-2,23%,Vorax,Haven,Vorax,Ataque,14/03/2021,13,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
ryotzz,paiN Gaming,215,19,10,4,9,1279,1,1,0,16%,Vorax,Haven,Vorax,Ataque,14/03/2021,13,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
pepa,paiN Gaming,213,16,13,5,3,1202,3,3,0,54%,Vorax,Haven,Vorax,Ataque,14/03/2021,13,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
murizzz,paiN Gaming,201,15,15,5,0,1370,4,4,0,14%,Vorax,Haven,Vorax,Ataque,14/03/2021,13,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
matheuzin,paiN Gaming,185,13,15,8,-2,1117,0,2,-2,35%,Vorax,Haven,Vorax,Ataque,14/03/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
delevingne,Vorax,289,22,16,6,6,1727,5,1,4,10%,paiN Gaming,Split,Desempate,Ataque,14/03/2021,10,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
fzkk,Vorax,214,18,16,2,2,1248,4,3,1,11%,paiN Gaming,Split,Desempate,Ataque,14/03/2021,10,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
v1xen,Vorax,190,15,19,4,-4,1302,4,1,3,17%,paiN Gaming,Split,Desempate,Ataque,14/03/2021,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
tockers,Vorax,135,11,16,11,-5,796,0,0,0,29%,paiN Gaming,Split,Desempate,Ataque,14/03/2021,10,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
dragonite,Vorax,101,8,17,3,-9,667,0,5,-5,19%,paiN Gaming,Split,Desempate,Ataque,14/03/2021,10,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
murizzz,paiN Gaming,272,22,16,5,6,1418,6,1,5,18%,Vorax,Split,Desempate,Defesa,14/03/2021,13,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
pepa,paiN Gaming,271,23,12,4,11,1703,0,2,-2,32%,Vorax,Split,Desempate,Defesa,14/03/2021,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
matheuzin,paiN Gaming,183,14,14,8,0,1063,2,1,1,24%,Vorax,Split,Desempate,Defesa,14/03/2021,13,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
ryotzz,paiN Gaming,178,14,15,8,-1,1186,0,5,-5,15%,Vorax,Split,Desempate,Defesa,14/03/2021,13,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
kon4n,paiN Gaming,132,11,17,4,-6,994,2,4,-2,27%,Vorax,Split,Desempate,Defesa,14/03/2021,13,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
Sacy,Team Vikings,318,18,14,6,4,1783,1,1,0,27%,YNG Sharks,Haven,YNG Sharks,Ataque,14/03/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
saadhak,Team Vikings,192,10,14,11,-4,1300,2,3,-1,15%,YNG Sharks,Haven,YNG Sharks,Ataque,14/03/2021,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
gtnziN,Team Vikings,188,11,14,2,-3,1264,1,3,-2,29%,YNG Sharks,Haven,YNG Sharks,Ataque,14/03/2021,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
frz,Team Vikings,140,8,15,4,-7,871,1,4,-3,25%,YNG Sharks,Haven,YNG Sharks,Ataque,14/03/2021,4,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
sutecas,Team Vikings,108,5,13,3,-8,721,1,0,1,32%,YNG Sharks,Haven,YNG Sharks,Ataque,14/03/2021,4,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
prozin,YNG Sharks,260,15,8,9,7,1609,4,1,3,20%,Team Vikings,Haven,YNG Sharks,Defesa,14/03/2021,13,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
gaabxx,YNG Sharks,249,15,11,3,4,1484,6,2,4,46%,Team Vikings,Haven,YNG Sharks,Defesa,14/03/2021,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
deNaro,YNG Sharks,245,14,10,6,4,1612,0,1,-1,30%,Team Vikings,Haven,YNG Sharks,Defesa,14/03/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
fra,YNG Sharks,215,17,10,3,7,1205,1,1,0,23%,Team Vikings,Haven,YNG Sharks,Defesa,14/03/2021,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
light,YNG Sharks,146,8,13,9,-5,835,0,1,-1,24%,Team Vikings,Haven,YNG Sharks,Defesa,14/03/2021,13,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Sacy,Team Vikings,275,18,8,8,10,2018,1,1,0,41%,YNG Sharks,Ascent,Team Vikings,Ataque,14/03/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
saadhak,Team Vikings,230,15,7,3,8,1211,4,0,4,14%,YNG Sharks,Ascent,Team Vikings,Ataque,14/03/2021,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
gtnziN,Team Vikings,226,16,6,3,10,1348,2,3,-1,18%,YNG Sharks,Ascent,Team Vikings,Ataque,14/03/2021,13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
frz,Team Vikings,218,12,14,5,-2,1257,5,0,5,23%,YNG Sharks,Ascent,Team Vikings,Ataque,14/03/2021,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
sutecas,Team Vikings,193,13,12,3,1,1149,0,1,-1,23%,YNG Sharks,Ascent,Team Vikings,Ataque,14/03/2021,13,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
prozin,YNG Sharks,253,15,14,2,1,1409,3,3,0,8%,Team Vikings,Ascent,Team Vikings,Defesa,14/03/2021,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
deNaro,YNG Sharks,250,13,16,5,-3,1560,0,1,-1,23%,Team Vikings,Ascent,Team Vikings,Defesa,14/03/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
light,YNG Sharks,159,8,15,4,-7,1017,0,2,-2,18%,Team Vikings,Ascent,Team Vikings,Defesa,14/03/2021,4,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
gaabxx,YNG Sharks,151,8,14,3,-6,740,2,3,-1,11%,Team Vikings,Ascent,Team Vikings,Defesa,14/03/2021,4,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
fra,YNG Sharks,76,3,15,3,-12,540,0,3,-3,13%,Team Vikings,Ascent,Team Vikings,Defesa,14/03/2021,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
frz,Team Vikings,334,24,14,5,10,2098,2,3,-1,21%,YNG Sharks,Bind,Desempate,Ataque,14/03/2021,13,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
Sacy,Team Vikings,314,22,12,6,10,1961,5,1,4,46%,YNG Sharks,Bind,Desempate,Ataque,14/03/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
gtnziN,Team Vikings,202,15,13,4,2,1222,4,2,2,29%,YNG Sharks,Bind,Desempate,Ataque,14/03/2021,13,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
saadhak,Team Vikings,196,14,14,4,0,1237,2,1,1,23%,YNG Sharks,Bind,Desempate,Ataque,14/03/2021,13,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
sutecas,Team Vikings,83,6,10,7,-4,556,0,0,0,13%,YNG Sharks,Bind,Desempate,Ataque,14/03/2021,13,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
deNaro,YNG Sharks,223,15,15,5,0,1310,0,1,-1,21%,Team Vikings,Bind,Desempate,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Masters #1,Quartas,3
gaabxx,YNG Sharks,214,14,18,3,-4,1239,3,3,0,23%,Team Vikings,Bind,Desempate,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Quartas,3
prozin,YNG Sharks,208,13,18,6,-5,1224,3,5,-2,25%,Team Vikings,Bind,Desempate,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
fra,YNG Sharks,200,13,14,3,-1,1312,0,2,-2,32%,Team Vikings,Bind,Desempate,Defesa,14/03/2021,7,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
light,YNG Sharks,117,8,16,3,-8,699,1,2,-1,14%,Team Vikings,Bind,Desempate,Defesa,14/03/2021,7,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Quartas,3
mwzera,Gamelanders Blue,300,32,28,8,4,1963,6,4,2,16%,FURIA,Split,FURIA,Defesa,20/03/2021,16,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Semifinal,3
Jonn,Gamelanders Blue,234,28,26,4,2,1513,5,2,3,23%,FURIA,Split,FURIA,Defesa,20/03/2021,16,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Semifinal,3
Nyang,Gamelanders Blue,171,18,25,16,-7,1030,2,4,-2,21%,FURIA,Split,FURIA,Defesa,20/03/2021,16,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Semifinal,3
fznnn,Gamelanders Blue,147,19,23,8,-4,956,1,3,-2,21%,FURIA,Split,FURIA,Defesa,20/03/2021,16,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Semifinal,3
JhoW,Gamelanders Blue,133,14,24,8,-10,815,2,5,-3,10%,FURIA,Split,FURIA,Defesa,20/03/2021,16,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Masters #1,Semifinal,3
Nozwerr,FURIA,288,35,22,2,13,1854,9,3,6,25%,Gamelanders Blue,Split,FURIA,Ataque,20/03/2021,18,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Masters #1,Semifinal,3
xand,FURIA,264,32,25,3,7,1524,4,3,1,24%,Gamelanders Blue,Split,FURIA,Ataque,20/03/2021,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Semifinal,3
Quick,FURIA,177,23,21,7,2,991,4,4,0,32%,Gamelanders Blue,Split,FURIA,Ataque,20/03/2021,18,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Masters #1,Semifinal,3
txddy,FURIA,170,20,22,11,-2,1176,0,3,-3,21%,Gamelanders Blue,Split,FURIA,Ataque,20/03/2021,18,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Masters #1,Semifinal,3
