Player,Time,Região,ACS,Kills,Ignorar,Deaths,Assists,ADR (Ignorar),ADR,First Kill,First Death,FK - FD,HS%,Adversário,Região Adiversário,Mapa,Mapa Pick,Lado de Início,Rounds Vencidos,Rounds Perdidos,Resultado,Rounds Ataque,Rounds Defesa,Agente,Data,Etapa,Campeonato,Grupo,Bracket,MD
nitr0,100 Thieves,NA,184,15,/13/,13,7,1150,115,1,2,-1,"0,22",Acend,EMEA,Haven,Acend,Defesa,13,8,Vencedor,5,8,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
steel,100 Thieves,NA,131,11,/12/,12,1,901,"90,1",2,1,1,"0,2",Acend,EMEA,Haven,Acend,Defesa,13,8,Vencedor,5,8,Killjoy,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
cNed,Acend,EMEA,307,23,/16/,16,4,2076,"207,6",7,1,6,"0,31",100 Thieves,NA,Haven,Acend,Ataque,8,13,Perdedor,4,4,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Kiles,Acend,EMEA,219,16,/16/,16,5,1500,150,1,1,0,"0,29",100 Thieves,NA,Haven,Acend,Ataque,8,13,Perdedor,4,4,Cypher,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
BONECOLD,Acend,EMEA,133,9,/15/,15,5,936,"93,6",1,4,-3,"0,26",100 Thieves,NA,Haven,Acend,Ataque,8,13,Perdedor,4,4,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
starxo,Acend,EMEA,117,7,/17/,17,5,870,87,1,3,-2,"0,21",100 Thieves,NA,Haven,Acend,Ataque,8,13,Perdedor,4,4,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
zeek,Acend,EMEA,106,8,/17/,17,4,640,64,0,2,-2,"0,15",100 Thieves,NA,Haven,Acend,Ataque,8,13,Perdedor,4,4,Phoenix,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Asuna,100 Thieves,NA,261,21,/18/,18,5,1641,"164,1",2,2,0,"0,27",Acend,EMEA,Breeze,100 Thieves,Defesa,14,12,Vencedor,9,5,Reyna,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
nitr0,100 Thieves,NA,237,24,/13/,13,4,1535,"153,5",7,2,5,"0,19",Acend,EMEA,Breeze,100 Thieves,Defesa,14,12,Vencedor,9,5,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
steel,100 Thieves,NA,213,19,/14/,14,14,1458,"145,8",1,3,-2,"0,26",Acend,EMEA,Breeze,100 Thieves,Defesa,14,12,Vencedor,9,5,Viper,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Ethan,100 Thieves,NA,187,20,/18/,18,9,1210,121,2,2,0,"0,24",Acend,EMEA,Breeze,100 Thieves,Defesa,14,12,Vencedor,9,5,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Hiko,100 Thieves,NA,176,15,/15/,15,3,1120,112,3,2,1,"0,31",Acend,EMEA,Breeze,100 Thieves,Defesa,14,12,Vencedor,9,5,Sova,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
cNed,Acend,EMEA,249,24,/17/,17,2,1481,"148,1",6,1,5,"0,1",100 Thieves,NA,Breeze,100 Thieves,Ataque,12,14,Perdedor,8,4,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
zeek,Acend,EMEA,188,17,/20/,20,6,1302,"130,2",1,2,-1,"0,35",100 Thieves,NA,Breeze,100 Thieves,Ataque,12,14,Perdedor,8,4,Sova,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
starxo,Acend,EMEA,171,15,/22/,22,4,1113,"111,3",2,4,-2,"0,2",100 Thieves,NA,Breeze,100 Thieves,Ataque,12,14,Perdedor,8,4,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Kiles,Acend,EMEA,149,15,/21/,21,2,974,"97,4",2,3,-1,"0,33",100 Thieves,NA,Breeze,100 Thieves,Ataque,12,14,Perdedor,8,4,Cypher,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
BONECOLD,Acend,EMEA,90,6,/19/,19,9,696,"69,6",0,5,-5,"0,12",100 Thieves,NA,Breeze,100 Thieves,Ataque,12,14,Perdedor,8,4,Viper,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
yay,Team Envy,NA,239,24,/19/,19,7,1571,"157,1",5,3,2,"0,26",Sentinels,NA,Haven,Team Envy,Ataque,15,13,Vencedor,10,5,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
crashies,Team Envy,NA,229,22,/19/,19,7,1815,"181,5",0,0,0,"0,15",Sentinels,NA,Haven,Team Envy,Ataque,15,13,Vencedor,10,5,Sova,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
FNS,Team Envy,NA,200,17,/21/,21,6,1813,"181,3",3,4,-1,"0,27",Sentinels,NA,Haven,Team Envy,Ataque,15,13,Vencedor,10,5,Killjoy,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Victor,Team Envy,NA,190,18,/21/,21,9,1230,123,4,4,0,"0,29",Sentinels,NA,Haven,Team Envy,Ataque,15,13,Vencedor,10,5,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Marved,Team Envy,NA,161,16,/18/,18,6,1071,"107,1",3,2,1,"0,33",Sentinels,NA,Haven,Team Envy,Ataque,15,13,Vencedor,10,5,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
TenZ,Sentinels,NA,287,30,/17/,17,5,2015,"201,5",4,4,0,"0,16",Team Envy,NA,Haven,Team Envy,Defesa,13,15,Perdedor,9,4,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
ShahZaM,Sentinels,NA,208,18,/17/,17,12,1879,"187,9",0,1,-1,"0,24",Team Envy,NA,Haven,Team Envy,Defesa,13,15,Perdedor,9,4,Sova,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
SicK,Sentinels,NA,203,15,/23/,23,10,1846,"184,6",4,6,-2,"0,18",Team Envy,NA,Haven,Team Envy,Defesa,13,15,Perdedor,9,4,Phoenix,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
dapr,Sentinels,NA,203,20,/22/,22,5,1335,"133,5",2,2,0,"0,22",Team Envy,NA,Haven,Team Envy,Defesa,13,15,Perdedor,9,4,Cypher,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
zombs,Sentinels,NA,132,15,/18/,18,8,834,"83,4",3,2,1,"0,2",Team Envy,NA,Haven,Team Envy,Defesa,13,15,Perdedor,9,4,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
yay,Team Envy,NA,295,22,/11/,11,0,1752,"175,2",8,1,7,"0,27",Sentinels,NA,Split,Sentinels,Defesa,13,7,Vencedor,6,7,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Marved,Team Envy,NA,246,17,/12/,12,5,1609,"160,9",2,0,2,"0,26",Sentinels,NA,Split,Sentinels,Defesa,13,7,Vencedor,6,7,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
Victor,Team Envy,NA,229,19,/9/,9,5,1370,137,1,1,0,"0,31",Sentinels,NA,Split,Sentinels,Defesa,13,7,Vencedor,6,7,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
crashies,Team Envy,NA,193,12,/15/,15,9,1284,"128,4",1,3,-2,"0,19",Sentinels,NA,Split,Sentinels,Defesa,13,7,Vencedor,6,7,Viper,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
FNS,Team Envy,NA,141,10,/14/,14,5,1160,116,0,3,-3,"0,19",Sentinels,NA,Split,Sentinels,Defesa,13,7,Vencedor,6,7,Cypher,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
SicK,Sentinels,NA,228,16,/16/,16,5,1504,"150,4",5,2,3,"0,2",Team Envy,NA,Split,Sentinels,Ataque,7,13,Perdedor,5,2,Skye,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
dapr,Sentinels,NA,214,13,/16/,16,9,1521,"152,1",0,1,-1,"0,13",Team Envy,NA,Split,Sentinels,Ataque,7,13,Perdedor,5,2,Viper,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
zombs,Sentinels,NA,188,12,/14/,14,0,1216,"121,6",0,0,0,"0,1",Team Envy,NA,Split,Sentinels,Ataque,7,13,Perdedor,5,2,Astra,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
ShahZaM,Sentinels,NA,167,12,/16/,16,2,1109,"110,9",2,3,-1,"0,22",Team Envy,NA,Split,Sentinels,Ataque,7,13,Perdedor,5,2,Jett,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
TenZ,Sentinels,NA,157,8,/18/,18,4,1205,"120,5",1,6,-5,"0,13",Team Envy,NA,Split,Sentinels,Ataque,7,13,Perdedor,5,2,Raze,17/09/2021,0,Masters Berlin 2021,Playoffs,Quartas de Final,3
nAts,Gambit Esports,EMEA,318,25,/16/,16,3,2055,"205,5",6,3,3,"0,41",G2 eSports,EMEA,Breeze,Gambit Esports,Defesa,13,10,Vencedor,6,7,Cypher,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
d3ffo,Gambit Esports,EMEA,214,18,/16/,16,4,1223,"122,3",4,0,4,"0,36",G2 eSports,EMEA,Breeze,Gambit Esports,Defesa,13,10,Vencedor,6,7,Jett,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Chronicle,Gambit Esports,EMEA,191,16,/17/,17,7,1318,"131,8",2,2,0,"0,25",G2 eSports,EMEA,Breeze,Gambit Esports,Defesa,13,10,Vencedor,6,7,Viper,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
sheydos,Gambit Esports,EMEA,183,16,/16/,16,3,1303,"130,3",3,2,1,"0,39",G2 eSports,EMEA,Breeze,Gambit Esports,Defesa,13,10,Vencedor,6,7,Skye,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Redgar,Gambit Esports,EMEA,141,11,/15/,15,5,1026,"102,6",0,1,-1,"0,33",G2 eSports,EMEA,Breeze,Gambit Esports,Defesa,13,10,Vencedor,6,7,Sova,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
keloqz,G2 eSports,EMEA,266,24,/17/,17,0,1440,144,0,2,-2,"0,2",Gambit Esports,EMEA,Breeze,Gambit Esports,Ataque,10,13,Perdedor,5,5,Jett,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
nukkye,G2 eSports,EMEA,236,19,/18/,18,3,2343,"234,3",2,5,-3,"0,31",Gambit Esports,EMEA,Breeze,Gambit Esports,Ataque,10,13,Perdedor,5,5,Reyna,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
koldamenta,G2 eSports,EMEA,173,13,/19/,19,4,1180,118,3,2,1,"0,3",Gambit Esports,EMEA,Breeze,Gambit Esports,Ataque,10,13,Perdedor,5,5,Sova,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
AvovA,G2 eSports,EMEA,159,12,/16/,16,7,1107,"110,7",2,4,-2,"0,27",Gambit Esports,EMEA,Breeze,Gambit Esports,Ataque,10,13,Perdedor,5,5,Viper,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Mixwell,G2 eSports,EMEA,139,12,/16/,16,3,975,"97,5",1,2,-1,"0,22",Gambit Esports,EMEA,Breeze,Gambit Esports,Ataque,10,13,Perdedor,5,5,Skye,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
nAts,Gambit Esports,EMEA,326,15,/9/,9,6,2190,219,3,0,3,"0,44",G2 eSports,EMEA,Icebox,G2 eSports,Ataque,13,0,Vencedor,12,1,Viper,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
sheydos,Gambit Esports,EMEA,294,15,/5/,5,2,1818,"181,8",1,0,1,"0,2",G2 eSports,EMEA,Icebox,G2 eSports,Ataque,13,0,Vencedor,12,1,Reyna,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
d3ffo,Gambit Esports,EMEA,277,14,/5/,5,2,1796,"179,6",4,1,3,"0,35",G2 eSports,EMEA,Icebox,G2 eSports,Ataque,13,0,Vencedor,12,1,Jett,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Chronicle,Gambit Esports,EMEA,264,14,/2/,2,5,1737,"173,7",1,0,1,"0,35",G2 eSports,EMEA,Icebox,G2 eSports,Ataque,13,0,Vencedor,12,1,Sova,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Redgar,Gambit Esports,EMEA,151,7,/4/,4,6,1102,"110,2",1,2,-1,"0,33",G2 eSports,EMEA,Icebox,G2 eSports,Ataque,13,0,Vencedor,12,1,Sage,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Mixwell,G2 eSports,EMEA,217,9,/13/,13,1,1330,133,1,3,-2,"0,21",Gambit Esports,EMEA,Icebox,G2 eSports,Defesa,0,13,Perdedor,0,0,Viper,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
keloqz,G2 eSports,EMEA,169,7,/13/,13,1,1153,"115,3",2,1,1,"0,5",Gambit Esports,EMEA,Icebox,G2 eSports,Defesa,0,13,Perdedor,0,0,Jett,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
AvovA,G2 eSports,EMEA,128,5,/13/,13,3,818,"81,8",0,3,-3,"0,26",Gambit Esports,EMEA,Icebox,G2 eSports,Defesa,0,13,Perdedor,0,0,Sage,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
nukkye,G2 eSports,EMEA,91,2,/13/,13,3,787,"78,7",0,2,-2,"0,08",Gambit Esports,EMEA,Icebox,G2 eSports,Defesa,0,13,Perdedor,0,0,Reyna,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
koldamenta,G2 eSports,EMEA,62,2,/13/,13,3,434,"43,4",0,1,-1,"0,22",Gambit Esports,EMEA,Icebox,G2 eSports,Defesa,0,13,Perdedor,0,0,Sova,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Ethan,100 Thieves,NA,230,13,/16/,16,5,1521,"152,1",1,3,-2,"0,24",Team Envy,NA,Haven,Team Envy,Defesa,5,13,Perdedor,2,3,Skye,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
steel,100 Thieves,NA,187,9,/15/,15,4,1274,"127,4",1,4,-3,"0,21",Team Envy,NA,Haven,Team Envy,Defesa,5,13,Perdedor,2,3,Killjoy,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
nitr0,100 Thieves,NA,180,13,/14/,14,3,1010,101,1,0,1,"0,33",Team Envy,NA,Haven,Team Envy,Defesa,5,13,Perdedor,2,3,Astra,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Asuna,100 Thieves,NA,160,9,/16/,16,5,1196,"119,6",4,4,0,"0,22",Team Envy,NA,Haven,Team Envy,Defesa,5,13,Perdedor,2,3,Jett,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Hiko,100 Thieves,NA,120,6,/15/,15,8,896,"89,6",0,0,0,"0,2",Team Envy,NA,Haven,Team Envy,Defesa,5,13,Perdedor,2,3,Sova,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
yay,Team Envy,NA,449,31,/9/,9,2,2776,"277,6",4,1,3,"0,35",100 Thieves,NA,Haven,Team Envy,Ataque,13,5,Vencedor,9,4,Jett,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Victor,Team Envy,NA,266,17,/11/,11,18,1829,"182,9",2,0,2,"0,37",100 Thieves,NA,Haven,Team Envy,Ataque,13,5,Vencedor,9,4,Skye,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Marved,Team Envy,NA,174,12,/10/,10,5,1371,"137,1",1,1,0,"0,29",100 Thieves,NA,Haven,Team Envy,Ataque,13,5,Vencedor,9,4,Astra,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
FNS,Team Envy,NA,146,8,/10/,10,2,983,"98,3",3,2,1,"0,16",100 Thieves,NA,Haven,Team Envy,Ataque,13,5,Vencedor,9,4,Killjoy,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
crashies,Team Envy,NA,126,8,/10/,10,8,996,"99,6",1,3,-2,"0,19",100 Thieves,NA,Haven,Team Envy,Ataque,13,5,Vencedor,9,4,Sova,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Asuna,100 Thieves,NA,277,19,/17/,17,5,1728,"172,8",9,4,5,"0,19",Team Envy,NA,Ascent,100 Thieves,Ataque,8,13,Perdedor,5,3,Jett,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
nitr0,100 Thieves,NA,272,24,/13/,13,4,2058,"205,8",1,1,0,"0,42",Team Envy,NA,Ascent,100 Thieves,Ataque,8,13,Perdedor,5,3,Astra,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
steel,100 Thieves,NA,143,9,/16/,16,4,1028,"102,8",0,2,-2,"0,21",Team Envy,NA,Ascent,100 Thieves,Ataque,8,13,Perdedor,5,3,Killjoy,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Ethan,100 Thieves,NA,130,9,/15/,15,7,969,"96,9",1,2,-1,"0,24",Team Envy,NA,Ascent,100 Thieves,Ataque,8,13,Perdedor,5,3,Skye,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Hiko,100 Thieves,NA,128,7,/16/,16,7,990,99,0,1,-1,"0,11",Team Envy,NA,Ascent,100 Thieves,Ataque,8,13,Perdedor,5,3,Sova,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
yay,Team Envy,NA,284,20,/17/,17,4,1782,"178,2",6,4,2,"0,25",100 Thieves,NA,Ascent,100 Thieves,Defesa,13,8,Vencedor,6,7,Jett,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
crashies,Team Envy,NA,267,19,/12/,12,12,1749,"174,9",1,1,0,"0,27",100 Thieves,NA,Ascent,100 Thieves,Defesa,13,8,Vencedor,6,7,Sova,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Marved,Team Envy,NA,212,18,/13/,13,8,1377,"137,7",0,2,-2,"0,4",100 Thieves,NA,Ascent,100 Thieves,Defesa,13,8,Vencedor,6,7,Astra,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Victor,Team Envy,NA,132,11,/12/,12,12,868,"86,8",3,3,0,"0,28",100 Thieves,NA,Ascent,100 Thieves,Defesa,13,8,Vencedor,6,7,Skye,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
FNS,Team Envy,NA,126,9,/14/,14,2,939,"93,9",0,1,-1,"0,19",100 Thieves,NA,Ascent,100 Thieves,Defesa,13,8,Vencedor,6,7,Killjoy,18/09/2021,0,Masters Berlin 2021,Playoffs,Semifinal,3
Victor,Team Envy,NA,225,21,/19/,19,5,1841,"184,1",2,2,0,"0,26",Gambit Esports,EMEA,Bind,Gambit Esports,Defesa,13,15,Perdedor,6,7,Skye,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
Marved,Team Envy,NA,208,20,/21/,21,4,1398,"139,8",3,1,2,"0,22",Gambit Esports,EMEA,Bind,Gambit Esports,Defesa,13,15,Perdedor,6,7,Astra,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
crashies,Team Envy,NA,193,18,/21/,21,9,1311,"131,1",2,0,2,"0,23",Gambit Esports,EMEA,Bind,Gambit Esports,Defesa,13,15,Perdedor,6,7,Sova,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
yay,Team Envy,NA,175,19,/20/,20,1,1043,"104,3",5,6,-1,"0,31",Gambit Esports,EMEA,Bind,Gambit Esports,Defesa,13,15,Perdedor,6,7,Jett,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
FNS,Team Envy,NA,114,11,/21/,21,3,704,"70,4",1,6,-5,"0,13",Gambit Esports,EMEA,Bind,Gambit Esports,Defesa,13,15,Perdedor,6,7,Viper,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
Chronicle,Gambit Esports,EMEA,268,29,/15/,15,5,1675,"167,5",2,1,1,"0,25",Team Envy,NA,Bind,Gambit Esports,Ataque,15,13,Vencedor,7,8,Sova,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
nAts,Gambit Esports,EMEA,247,24,/16/,16,9,1637,"163,7",2,3,-1,"0,26",Team Envy,NA,Bind,Gambit Esports,Ataque,15,13,Vencedor,7,8,Viper,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
d3ffo,Gambit Esports,EMEA,186,19,/21/,21,3,1037,"103,7",7,5,2,"0,26",Team Envy,NA,Bind,Gambit Esports,Ataque,15,13,Vencedor,7,8,Jett,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
sheydos,Gambit Esports,EMEA,170,16,/19/,19,5,1164,"116,4",2,2,0,"0,19",Team Envy,NA,Bind,Gambit Esports,Ataque,15,13,Vencedor,7,8,Skye,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
Redgar,Gambit Esports,EMEA,147,14,/18/,18,12,1010,101,2,2,0,"0,21",Team Envy,NA,Bind,Gambit Esports,Ataque,15,13,Vencedor,7,8,Astra,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
yay,Team Envy,NA,324,27,/17/,17,4,2103,"210,3",4,3,1,"0,26",Gambit Esports,EMEA,Haven,Team Envy,Ataque,11,13,Perdedor,8,3,Jett,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
Marved,Team Envy,NA,175,16,/17/,17,7,1251,"125,1",1,1,0,"0,15",Gambit Esports,EMEA,Haven,Team Envy,Ataque,11,13,Perdedor,8,3,Astra,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
crashies,Team Envy,NA,164,14,/21/,21,6,1081,"108,1",1,1,0,"0,31",Gambit Esports,EMEA,Haven,Team Envy,Ataque,11,13,Perdedor,8,3,Sova,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
FNS,Team Envy,NA,133,10,/22/,22,3,895,"89,5",1,3,-2,"0,12",Gambit Esports,EMEA,Haven,Team Envy,Ataque,11,13,Perdedor,8,3,Killjoy,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
Victor,Team Envy,NA,103,8,/21/,21,5,722,"72,2",2,7,-5,"0,15",Gambit Esports,EMEA,Haven,Team Envy,Ataque,11,13,Perdedor,8,3,Skye,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
Redgar,Gambit Esports,EMEA,254,22,/16/,16,5,1610,161,10,3,7,"0,19",Team Envy,NA,Haven,Team Envy,Defesa,13,11,Vencedor,9,4,Reyna,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
Chronicle,Gambit Esports,EMEA,236,21,/14/,14,13,1622,"162,2",1,0,1,"0,23",Team Envy,NA,Haven,Team Envy,Defesa,13,11,Vencedor,9,4,Brimstone,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
nAts,Gambit Esports,EMEA,225,20,/15/,15,4,1642,"164,2",1,3,-2,"0,36",Team Envy,NA,Haven,Team Envy,Defesa,13,11,Vencedor,9,4,Cypher,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
d3ffo,Gambit Esports,EMEA,202,20,/14/,14,0,1262,"126,2",3,3,0,"0,34",Team Envy,NA,Haven,Team Envy,Defesa,13,11,Vencedor,9,4,Jett,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
sheydos,Gambit Esports,EMEA,176,15,/16/,16,3,1130,113,0,0,0,"0,16",Team Envy,NA,Haven,Team Envy,Defesa,13,11,Vencedor,9,4,Skye,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
crashies,Team Envy,NA,293,23,/20/,20,5,1988,"198,8",2,3,-1,"0,24",Gambit Esports,EMEA,Split,Gambit Esports,Defesa,9,13,Perdedor,3,6,Viper,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
Marved,Team Envy,NA,171,13,/17/,17,8,1529,"152,9",2,2,0,"0,24",Gambit Esports,EMEA,Split,Gambit Esports,Defesa,9,13,Perdedor,3,6,Astra,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
Victor,Team Envy,NA,159,13,/16/,16,8,1016,"101,6",2,2,0,"0,26",Gambit Esports,EMEA,Split,Gambit Esports,Defesa,9,13,Perdedor,3,6,Skye,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
yay,Team Envy,NA,151,11,/18/,18,3,1287,"128,7",4,4,0,"0,18",Gambit Esports,EMEA,Split,Gambit Esports,Defesa,9,13,Perdedor,3,6,Jett,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
FNS,Team Envy,NA,141,11,/18/,18,2,960,96,0,1,-1,"0,25",Gambit Esports,EMEA,Split,Gambit Esports,Defesa,9,13,Perdedor,3,6,Cypher,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
Chronicle,Gambit Esports,EMEA,321,23,/16/,16,13,2226,"222,6",3,0,3,"0,28",Team Envy,NA,Split,Gambit Esports,Ataque,13,9,Vencedor,6,7,Viper,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
sheydos,Gambit Esports,EMEA,230,20,/12/,12,5,1496,"149,6",1,1,0,"0,23",Team Envy,NA,Split,Gambit Esports,Ataque,13,9,Vencedor,6,7,Skye,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
d3ffo,Gambit Esports,EMEA,209,16,/15/,15,4,1355,"135,5",3,5,-2,"0,27",Team Envy,NA,Split,Gambit Esports,Ataque,13,9,Vencedor,6,7,Jett,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
nAts,Gambit Esports,EMEA,193,15,/15/,15,6,1249,"124,9",3,1,2,"0,32",Team Envy,NA,Split,Gambit Esports,Ataque,13,9,Vencedor,6,7,Cypher,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
Redgar,Gambit Esports,EMEA,176,15,/13/,13,6,1379,"137,9",2,3,-1,"0,38",Team Envy,NA,Split,Gambit Esports,Ataque,13,9,Vencedor,6,7,Astra,19/09/2021,0,Masters Berlin 2021,Playoffs,Final,5
